"survey_id","SPECIES_CD","abundance"
"2689U_1_2021","OCY CHRY",14.49
"2689U_1_2021","POM ARCU",1
"2689U_1_2021","SCA ISER",8
"2689U_1_2021","SPA ATOM",0
"2689U_1_2021","SPA AURO",4
"2689U_1_2021","SPA VIRI",3.49
"2689U_1_2021","STE PART",8.5
"2689U_1_2021","STE VARI",4
"2689U_1_2021","THA BIFA",24
"2691U_1_2014","ACA BAHI",0
"2691U_1_2014","ACA CHIR",0
"2691U_1_2014","ACA COER",1
"2691U_1_2014","CAN ROST",0
"2691U_1_2014","CHA CAPI",0
"2691U_1_2014","COR GLAU",19
"2691U_1_2014","COR PERS",49
"2691U_1_2014","HAE PLUM",1
"2691U_1_2014","HAL BIVI",8
"2691U_1_2014","HAL GARN",8
"2691U_1_2014","HAL MACU",0
"2691U_1_2014","OCY CHRY",0
"2691U_1_2014","POM ARCU",0
"2691U_1_2014","SCA ISER",2
"2691U_1_2014","SPA ATOM",3
"2691U_1_2014","SPA AURO",1
"2691U_1_2014","SPA VIRI",0
"2691U_1_2014","STE PART",32
"2691U_1_2014","STE VARI",4
"2691U_1_2014","THA BIFA",5
"2691U_1_2016","ACA BAHI",0
"2691U_1_2016","ACA CHIR",0
"2691U_1_2016","ACA COER",0
"2691U_1_2016","CAN ROST",0
"2691U_1_2016","CHA CAPI",0
"2691U_1_2016","COR GLAU",0
"2691U_1_2016","COR PERS",0
"2691U_1_2016","HAE PLUM",0
"2691U_1_2016","HAL BIVI",5
"2691U_1_2016","HAL GARN",7
"2691U_1_2016","HAL MACU",0
"2691U_1_2016","OCY CHRY",19
"2691U_1_2016","POM ARCU",0
"2691U_1_2016","SCA ISER",17
"2691U_1_2016","SPA ATOM",0
"2691U_1_2016","SPA AURO",0
"2691U_1_2016","SPA VIRI",0
"2691U_1_2016","STE PART",1
"2691U_1_2016","STE VARI",6
"2691U_1_2016","THA BIFA",26
"2691U_2_2014","ACA BAHI",1
"2691U_2_2014","ACA CHIR",0
"2691U_2_2014","ACA COER",2
"2691U_2_2014","CAN ROST",0
"2691U_2_2014","CHA CAPI",0
"2691U_2_2014","COR GLAU",5
"2691U_2_2014","COR PERS",19
"2691U_2_2014","HAE PLUM",2
"2691U_2_2014","HAL BIVI",14
"2691U_2_2014","HAL GARN",10
"2691U_2_2014","HAL MACU",0
"2691U_2_2014","OCY CHRY",0
"2691U_2_2014","POM ARCU",0
"2691U_2_2014","SCA ISER",12
"2691U_2_2014","SPA ATOM",11
"2691U_2_2014","SPA AURO",0
"2691U_2_2014","SPA VIRI",0
"2691U_2_2014","STE PART",28
"2691U_2_2014","STE VARI",4
"2691U_2_2014","THA BIFA",19
"2691U_2_2016","ACA BAHI",0
"2691U_2_2016","ACA CHIR",1
"2691U_2_2016","ACA COER",1
"2691U_2_2016","CAN ROST",0
"2691U_2_2016","CHA CAPI",0
"2691U_2_2016","COR GLAU",1
"2691U_2_2016","COR PERS",0
"2691U_2_2016","HAE PLUM",0
"2691U_2_2016","HAL BIVI",1
"2691U_2_2016","HAL GARN",3
"2691U_2_2016","HAL MACU",0
"2691U_2_2016","OCY CHRY",16
"2691U_2_2016","POM ARCU",0
"2691U_2_2016","SCA ISER",5
"2691U_2_2016","SPA ATOM",0
"2691U_2_2016","SPA AURO",0
"2691U_2_2016","SPA VIRI",0
"2691U_2_2016","STE PART",6
"2691U_2_2016","STE VARI",4
"2691U_2_2016","THA BIFA",4
"2692U_1_2014","ACA BAHI",0
"2692U_1_2014","ACA CHIR",2
"2692U_1_2014","ACA COER",0
"2692U_1_2014","CAN ROST",0
"2692U_1_2014","CHA CAPI",0
"2692U_1_2014","COR GLAU",1
"2692U_1_2014","COR PERS",0
"2692U_1_2014","HAE PLUM",0
"2692U_1_2014","HAL BIVI",6
"2692U_1_2014","HAL GARN",1
"2692U_1_2014","HAL MACU",2
"2692U_1_2014","OCY CHRY",0
"2692U_1_2014","POM ARCU",0
"2692U_1_2014","SCA ISER",2
"2692U_1_2014","SPA ATOM",0
"2692U_1_2014","SPA AURO",0
"2692U_1_2014","SPA VIRI",0
"2692U_1_2014","STE PART",9
"2692U_1_2014","STE VARI",7
"2692U_1_2014","THA BIFA",3
"2692U_1_2021","ACA BAHI",0.5
"2692U_1_2021","ACA CHIR",0
"2692U_1_2021","ACA COER",0.5
"2692U_1_2021","CAN ROST",1
"2692U_1_2021","CHA CAPI",0
"2692U_1_2021","COR GLAU",0.5
"2692U_1_2021","COR PERS",42.49
"2692U_1_2021","HAE PLUM",0
"2692U_1_2021","HAL BIVI",13.49
"2692U_1_2021","HAL GARN",4
"2692U_1_2021","HAL MACU",0
"2692U_1_2021","OCY CHRY",5.5
"2692U_1_2021","POM ARCU",0.5
"2692U_1_2021","SCA ISER",21.49
"2692U_1_2021","SPA ATOM",0
"2692U_1_2021","SPA AURO",1.5
"2692U_1_2021","SPA VIRI",0
"2692U_1_2021","STE PART",2
"2692U_1_2021","STE VARI",5.5
"2692U_1_2021","THA BIFA",15
"2692U_2_2014","ACA BAHI",1
"2692U_2_2014","ACA CHIR",0
"2692U_2_2014","ACA COER",0
"2692U_2_2014","CAN ROST",0
"2692U_2_2014","CHA CAPI",0
"2692U_2_2014","COR GLAU",2
"2692U_2_2014","COR PERS",11
"2692U_2_2014","HAE PLUM",0
"2692U_2_2014","HAL BIVI",6
"2692U_2_2014","HAL GARN",2
"2692U_2_2014","HAL MACU",3
"2692U_2_2014","OCY CHRY",0
"2692U_2_2014","POM ARCU",0
"2692U_2_2014","SCA ISER",2
"2692U_2_2014","SPA ATOM",15
"2692U_2_2014","SPA AURO",0
"2692U_2_2014","SPA VIRI",0
"2692U_2_2014","STE PART",76
"2692U_2_2014","STE VARI",6
"2692U_2_2014","THA BIFA",12
"2694U_1_2021","ACA BAHI",0.5
"2694U_1_2021","ACA CHIR",0
"2694U_1_2021","ACA COER",2
"2694U_1_2021","CAN ROST",2.5
"2694U_1_2021","CHA CAPI",1
"2694U_1_2021","COR GLAU",6.5
"2694U_1_2021","COR PERS",125
"2694U_1_2021","HAE PLUM",3
"2694U_1_2021","HAL BIVI",15.49
"2694U_1_2021","HAL GARN",8.5
"2694U_1_2021","HAL MACU",6
"2694U_1_2021","OCY CHRY",14.49
"2694U_1_2021","POM ARCU",0
"2694U_1_2021","SCA ISER",20.98
"2694U_1_2021","SPA ATOM",4.5
"2694U_1_2021","SPA AURO",6.5
"2694U_1_2021","SPA VIRI",2
"2694U_1_2021","STE PART",32.49
"2694U_1_2021","STE VARI",16
"2694U_1_2021","THA BIFA",12.49
"2695U_1_2016","ACA BAHI",4
"2695U_1_2016","ACA CHIR",0
"2695U_1_2016","ACA COER",0
"2695U_1_2016","CAN ROST",0
"2695U_1_2016","CHA CAPI",4
"2695U_1_2016","COR GLAU",0
"2695U_1_2016","COR PERS",25
"2695U_1_2016","HAE PLUM",0
"2695U_1_2016","HAL BIVI",1
"2695U_1_2016","HAL GARN",5
"2695U_1_2016","HAL MACU",0
"2695U_1_2016","OCY CHRY",16
"2695U_1_2016","POM ARCU",0
"2695U_1_2016","SCA ISER",7
"2695U_1_2016","SPA ATOM",0
"2695U_1_2016","SPA AURO",3
"2695U_1_2016","SPA VIRI",1
"2695U_1_2016","STE PART",15
"2695U_1_2016","STE VARI",1
"2695U_1_2016","THA BIFA",16
"2695U_2_2016","ACA BAHI",0
"2695U_2_2016","ACA CHIR",1
"2695U_2_2016","ACA COER",4
"2695U_2_2016","CAN ROST",0
"2695U_2_2016","CHA CAPI",1
"2695U_2_2016","COR GLAU",0
"2695U_2_2016","COR PERS",3
"2695U_2_2016","HAE PLUM",1
"2695U_2_2016","HAL BIVI",0
"2695U_2_2016","HAL GARN",5
"2695U_2_2016","HAL MACU",0
"2695U_2_2016","OCY CHRY",22
"2695U_2_2016","POM ARCU",1
"2695U_2_2016","SCA ISER",1
"2695U_2_2016","SPA ATOM",0
"2695U_2_2016","SPA AURO",1
"2695U_2_2016","SPA VIRI",1
"2695U_2_2016","STE PART",1
"2695U_2_2016","STE VARI",0
"2695U_2_2016","THA BIFA",3
"2696U_1_2016","ACA BAHI",0
"2696U_1_2016","ACA CHIR",0
"2696U_1_2016","ACA COER",1
"2696U_1_2016","CAN ROST",0
"2696U_1_2016","CHA CAPI",1
"2696U_1_2016","COR GLAU",0
"2696U_1_2016","COR PERS",12
"2696U_1_2016","HAE PLUM",0
"2696U_1_2016","HAL BIVI",0
"2696U_1_2016","HAL GARN",0
"2696U_1_2016","HAL MACU",0
"2696U_1_2016","OCY CHRY",2
"2696U_1_2016","POM ARCU",0
"2696U_1_2016","SCA ISER",1
"2696U_1_2016","SPA ATOM",0
"2696U_1_2016","SPA AURO",0
"2696U_1_2016","SPA VIRI",0
"2696U_1_2016","STE PART",0
"2696U_1_2016","STE VARI",0
"2696U_1_2016","THA BIFA",1
"2696U_1_2021","ACA BAHI",2.5
"2696U_1_2021","ACA CHIR",0
"2696U_1_2021","ACA COER",3
"2696U_1_2021","CAN ROST",0
"2696U_1_2021","CHA CAPI",0
"2696U_1_2021","COR GLAU",0
"2696U_1_2021","COR PERS",1.5
"2696U_1_2021","HAE PLUM",2.5
"2696U_1_2021","HAL BIVI",0.5
"2696U_1_2021","HAL GARN",3.99
"2696U_1_2021","HAL MACU",1.5
"2696U_1_2021","OCY CHRY",9
"2696U_1_2021","POM ARCU",1.5
"2696U_1_2021","SCA ISER",16
"2696U_1_2021","SPA ATOM",0.5
"2696U_1_2021","SPA AURO",4
"2696U_1_2021","SPA VIRI",3.5
"2696U_1_2021","STE PART",5.5
"2696U_1_2021","STE VARI",3
"2696U_1_2021","THA BIFA",18.49
"2696U_2_2016","ACA BAHI",0
"2696U_2_2016","ACA CHIR",0
"2696U_2_2016","ACA COER",2
"2696U_2_2016","CAN ROST",0
"2696U_2_2016","CHA CAPI",6
"2696U_2_2016","COR GLAU",0
"2696U_2_2016","COR PERS",20
"2696U_2_2016","HAE PLUM",6
"2696U_2_2016","HAL BIVI",0
"2696U_2_2016","HAL GARN",0
"2696U_2_2016","HAL MACU",0
"2696U_2_2016","OCY CHRY",4
"2696U_2_2016","POM ARCU",0
"2696U_2_2016","SCA ISER",7
"2696U_2_2016","SPA ATOM",0
"2696U_2_2016","SPA AURO",2
"2696U_2_2016","SPA VIRI",0
"2696U_2_2016","STE PART",11
"2696U_2_2016","STE VARI",1
"2696U_2_2016","THA BIFA",17
"2698_1_2024","ACA BAHI",0
"2698_1_2024","ACA CHIR",0
"2698_1_2024","ACA COER",0
"2698_1_2024","CAN ROST",0
"2698_1_2024","CHA CAPI",0
"2698_1_2024","COR GLAU",1
"2698_1_2024","COR PERS",500
"2698_1_2024","HAE PLUM",0
"2698_1_2024","HAL BIVI",12
"2698_1_2024","HAL GARN",1
"2698_1_2024","HAL MACU",0
"2698_1_2024","OCY CHRY",30
"2698_1_2024","POM ARCU",0
"2698_1_2024","SCA ISER",37
"2698_1_2024","SPA ATOM",2
"2698_1_2024","SPA AURO",3
"2698_1_2024","SPA VIRI",0
"2698_1_2024","STE PART",0
"2698_1_2024","STE VARI",2
"2698_1_2024","THA BIFA",12
"2698U_1_2018","ACA BAHI",0
"2698U_1_2018","ACA CHIR",0
"2698U_1_2018","ACA COER",5
"2698U_1_2018","CAN ROST",0
"2698U_1_2018","CHA CAPI",2
"2698U_1_2018","COR GLAU",0
"2698U_1_2018","COR PERS",1
"2698U_1_2018","HAE PLUM",0
"2698U_1_2018","HAL BIVI",1
"2698U_1_2018","HAL GARN",0
"2698U_1_2018","HAL MACU",0
"2698U_1_2018","OCY CHRY",28
"2698U_1_2018","POM ARCU",1
"2698U_1_2018","SCA ISER",11
"2698U_1_2018","SPA ATOM",0
"2698U_1_2018","SPA AURO",8
"2698U_1_2018","SPA VIRI",2
"2698U_1_2018","STE PART",13
"2698U_1_2018","STE VARI",4
"2698U_1_2018","THA BIFA",28
"2698U_2_2018","ACA BAHI",1
"2698U_2_2018","ACA CHIR",0
"2698U_2_2018","ACA COER",0
"2698U_2_2018","CAN ROST",0
"2698U_2_2018","CHA CAPI",0
"2698U_2_2018","COR GLAU",0
"2698U_2_2018","COR PERS",0
"2698U_2_2018","HAE PLUM",0
"2698U_2_2018","HAL BIVI",1
"2698U_2_2018","HAL GARN",9
"2698U_2_2018","HAL MACU",0
"2698U_2_2018","OCY CHRY",15
"2698U_2_2018","POM ARCU",0
"2698U_2_2018","SCA ISER",4
"2698U_2_2018","SPA ATOM",1
"2698U_2_2018","SPA AURO",0
"2698U_2_2018","SPA VIRI",0
"2698U_2_2018","STE PART",16
"2698U_2_2018","STE VARI",5
"2698U_2_2018","THA BIFA",16
"2699U_1_2014","ACA BAHI",1
"2699U_1_2014","ACA CHIR",0
"2699U_1_2014","ACA COER",0
"2699U_1_2014","CAN ROST",0
"2699U_1_2014","CHA CAPI",0
"2699U_1_2014","COR GLAU",13
"2699U_1_2014","COR PERS",20
"2699U_1_2014","HAE PLUM",0
"2699U_1_2014","HAL BIVI",23
"2699U_1_2014","HAL GARN",1
"2699U_1_2014","HAL MACU",0
"2699U_1_2014","OCY CHRY",0
"2699U_1_2014","POM ARCU",0
"2699U_1_2014","SCA ISER",0
"2699U_1_2014","SPA ATOM",1
"2699U_1_2014","SPA AURO",0
"2699U_1_2014","SPA VIRI",0
"2699U_1_2014","STE PART",6
"2699U_1_2014","STE VARI",1
"2699U_1_2014","THA BIFA",2
"2699U_2_2014","ACA BAHI",0
"2699U_2_2014","ACA CHIR",0
"2699U_2_2014","ACA COER",0
"2699U_2_2014","CAN ROST",0
"2699U_2_2014","CHA CAPI",0
"2699U_2_2014","COR GLAU",48
"2699U_2_2014","COR PERS",0
"2699U_2_2014","HAE PLUM",1
"2699U_2_2014","HAL BIVI",24
"2699U_2_2014","HAL GARN",2
"2699U_2_2014","HAL MACU",0
"2699U_2_2014","OCY CHRY",1
"2699U_2_2014","POM ARCU",0
"2699U_2_2014","SCA ISER",0
"2699U_2_2014","SPA ATOM",0
"2699U_2_2014","SPA AURO",0
"2699U_2_2014","SPA VIRI",0
"2699U_2_2014","STE PART",7
"2699U_2_2014","STE VARI",6
"2699U_2_2014","THA BIFA",1
"2700U_1_2018","ACA BAHI",0
"2700U_1_2018","ACA CHIR",7
"2700U_1_2018","ACA COER",0
"2700U_1_2018","CAN ROST",0
"2700U_1_2018","CHA CAPI",1
"2700U_1_2018","COR GLAU",1
"2700U_1_2018","COR PERS",16
"2700U_1_2018","HAE PLUM",0
"2700U_1_2018","HAL BIVI",7
"2700U_1_2018","HAL GARN",3
"2700U_1_2018","HAL MACU",1
"2700U_1_2018","OCY CHRY",4
"2700U_1_2018","POM ARCU",0
"2700U_1_2018","SCA ISER",2
"2700U_1_2018","SPA ATOM",0
"2700U_1_2018","SPA AURO",0
"2700U_1_2018","SPA VIRI",0
"2700U_1_2018","STE PART",10
"2700U_1_2018","STE VARI",3
"2700U_1_2018","THA BIFA",2
"2700U_2_2018","ACA BAHI",2
"2700U_2_2018","ACA CHIR",2
"2700U_2_2018","ACA COER",0
"2700U_2_2018","CAN ROST",0
"2700U_2_2018","CHA CAPI",0
"2700U_2_2018","COR GLAU",1
"2700U_2_2018","COR PERS",0
"2700U_2_2018","HAE PLUM",0
"2700U_2_2018","HAL BIVI",17
"2700U_2_2018","HAL GARN",0
"2700U_2_2018","HAL MACU",0
"2700U_2_2018","OCY CHRY",1
"2700U_2_2018","POM ARCU",0
"2700U_2_2018","SCA ISER",11
"2700U_2_2018","SPA ATOM",1
"2700U_2_2018","SPA AURO",3
"2700U_2_2018","SPA VIRI",0
"2700U_2_2018","STE PART",0
"2700U_2_2018","STE VARI",1
"2700U_2_2018","THA BIFA",10
"2703U_1_2018","ACA BAHI",1
"2703U_1_2018","ACA CHIR",0
"2703U_1_2018","ACA COER",0
"2703U_1_2018","CAN ROST",0
"2703U_1_2018","CHA CAPI",0
"2703U_1_2018","COR GLAU",3
"2703U_1_2018","COR PERS",2
"2703U_1_2018","HAE PLUM",5
"2703U_1_2018","HAL BIVI",2
"2703U_1_2018","HAL GARN",1
"2703U_1_2018","HAL MACU",1
"2703U_1_2018","OCY CHRY",8
"2703U_1_2018","POM ARCU",0
"2703U_1_2018","SCA ISER",7
"2703U_1_2018","SPA ATOM",1
"2703U_1_2018","SPA AURO",0
"2703U_1_2018","SPA VIRI",0
"2703U_1_2018","STE PART",4
"2703U_1_2018","STE VARI",2
"2703U_1_2018","THA BIFA",2
"2703U_2_2018","ACA BAHI",0
"2703U_2_2018","ACA CHIR",0
"2703U_2_2018","ACA COER",0
"2703U_2_2018","CAN ROST",0
"2703U_2_2018","CHA CAPI",0
"2703U_2_2018","COR GLAU",0
"2703U_2_2018","COR PERS",0
"2703U_2_2018","HAE PLUM",0
"2703U_2_2018","HAL BIVI",15
"2703U_2_2018","HAL GARN",8
"2703U_2_2018","HAL MACU",0
"2703U_2_2018","OCY CHRY",5
"2703U_2_2018","POM ARCU",0
"2703U_2_2018","SCA ISER",3
"2703U_2_2018","SPA ATOM",0
"2703U_2_2018","SPA AURO",0
"2703U_2_2018","SPA VIRI",0
"2703U_2_2018","STE PART",2
"2703U_2_2018","STE VARI",2
"2703U_2_2018","THA BIFA",2
"2704_1_2024","ACA BAHI",0
"2704_1_2024","ACA CHIR",0
"2704_1_2024","ACA COER",0
"2704_1_2024","CAN ROST",0
"2704_1_2024","CHA CAPI",0
"2704_1_2024","COR GLAU",0
"2704_1_2024","COR PERS",249
"2704_1_2024","HAE PLUM",0
"2704_1_2024","HAL BIVI",32
"2704_1_2024","HAL GARN",0
"2704_1_2024","HAL MACU",0
"2704_1_2024","OCY CHRY",44
"2704_1_2024","POM ARCU",0
"2704_1_2024","SCA ISER",36
"2704_1_2024","SPA ATOM",1
"2704_1_2024","SPA AURO",10
"2704_1_2024","SPA VIRI",0
"2704_1_2024","STE PART",0
"2704_1_2024","STE VARI",2
"2704_1_2024","THA BIFA",2
"2704U_1_2014","ACA BAHI",0
"2704U_1_2014","ACA CHIR",0
"2704U_1_2014","ACA COER",0
"2704U_1_2014","CAN ROST",0
"2704U_1_2014","CHA CAPI",0
"2704U_1_2014","COR GLAU",4
"2704U_1_2014","COR PERS",0
"2704U_1_2014","HAE PLUM",0
"2704U_1_2014","HAL BIVI",3
"2704U_1_2014","HAL GARN",0
"2704U_1_2014","HAL MACU",0
"2704U_1_2014","OCY CHRY",0
"2704U_1_2014","POM ARCU",0
"2704U_1_2014","SCA ISER",0
"2704U_1_2014","SPA ATOM",1
"2704U_1_2014","SPA AURO",0
"2704U_1_2014","SPA VIRI",0
"2704U_1_2014","STE PART",3
"2704U_1_2014","STE VARI",0
"2704U_1_2014","THA BIFA",0
"2704U_2_2014","ACA BAHI",0
"2704U_2_2014","ACA CHIR",0
"2704U_2_2014","ACA COER",0
"2704U_2_2014","CAN ROST",1
"2704U_2_2014","CHA CAPI",0
"2704U_2_2014","COR GLAU",1
"2704U_2_2014","COR PERS",0
"2704U_2_2014","HAE PLUM",0
"2704U_2_2014","HAL BIVI",2
"2704U_2_2014","HAL GARN",0
"2704U_2_2014","HAL MACU",0
"2704U_2_2014","OCY CHRY",0
"2704U_2_2014","POM ARCU",0
"2704U_2_2014","SCA ISER",0
"2704U_2_2014","SPA ATOM",1
"2704U_2_2014","SPA AURO",0
"2704U_2_2014","SPA VIRI",0
"2704U_2_2014","STE PART",7
"2704U_2_2014","STE VARI",1
"2704U_2_2014","THA BIFA",0
"2705_1_2024","ACA BAHI",0
"2705_1_2024","ACA CHIR",0
"2705_1_2024","ACA COER",0
"2705_1_2024","CAN ROST",0
"2705_1_2024","CHA CAPI",0
"2705_1_2024","COR GLAU",4
"2705_1_2024","COR PERS",0
"2705_1_2024","HAE PLUM",0
"2705_1_2024","HAL BIVI",45
"2705_1_2024","HAL GARN",0
"2705_1_2024","HAL MACU",0
"2705_1_2024","OCY CHRY",5
"2705_1_2024","POM ARCU",0
"2705_1_2024","SCA ISER",3
"2705_1_2024","SPA ATOM",0
"2705_1_2024","SPA AURO",0
"2705_1_2024","SPA VIRI",0
"2705_1_2024","STE PART",1
"2705_1_2024","STE VARI",1
"2705_1_2024","THA BIFA",0
"2705U_1_2021","ACA BAHI",0
"2705U_1_2021","ACA CHIR",0
"2705U_1_2021","ACA COER",4.49
"2705U_1_2021","CAN ROST",1.5
"2705U_1_2021","CHA CAPI",0
"2705U_1_2021","COR GLAU",0
"2705U_1_2021","COR PERS",83
"2705U_1_2021","HAE PLUM",1.5
"2705U_1_2021","HAL BIVI",7.49
"2705U_1_2021","HAL GARN",5.5
"2705U_1_2021","HAL MACU",0
"2705U_1_2021","OCY CHRY",15
"2705U_1_2021","POM ARCU",1.5
"2705U_1_2021","SCA ISER",42.49
"2705U_1_2021","SPA ATOM",3.5
"2705U_1_2021","SPA AURO",3.5
"2705U_1_2021","SPA VIRI",5.99
"2705U_1_2021","STE PART",0
"2705U_1_2021","STE VARI",1.5
"2705U_1_2021","THA BIFA",7
"2706U_1_2018","ACA BAHI",1
"2706U_1_2018","ACA CHIR",0
"2706U_1_2018","ACA COER",1
"2706U_1_2018","CAN ROST",0
"2706U_1_2018","CHA CAPI",1
"2706U_1_2018","COR GLAU",0
"2706U_1_2018","COR PERS",5
"2706U_1_2018","HAE PLUM",0
"2706U_1_2018","HAL BIVI",3
"2706U_1_2018","HAL GARN",7
"2706U_1_2018","HAL MACU",0
"2706U_1_2018","OCY CHRY",7
"2706U_1_2018","POM ARCU",2
"2706U_1_2018","SCA ISER",20
"2706U_1_2018","SPA ATOM",0
"2706U_1_2018","SPA AURO",10
"2706U_1_2018","SPA VIRI",0
"2706U_1_2018","STE PART",36
"2706U_1_2018","STE VARI",8
"2706U_1_2018","THA BIFA",11
"2706U_1_2021","ACA BAHI",3.49
"2706U_1_2021","ACA CHIR",1.5
"2706U_1_2021","ACA COER",6.5
"2706U_1_2021","CAN ROST",0.5
"2706U_1_2021","CHA CAPI",2
"2706U_1_2021","COR GLAU",0
"2706U_1_2021","COR PERS",550
"2706U_1_2021","HAE PLUM",2.5
"2706U_1_2021","HAL BIVI",0
"2706U_1_2021","HAL GARN",3
"2706U_1_2021","HAL MACU",0
"2706U_1_2021","OCY CHRY",123.49
"2706U_1_2021","POM ARCU",1.5
"2706U_1_2021","SCA ISER",30.5
"2706U_1_2021","SPA ATOM",0
"2706U_1_2021","SPA AURO",12.48
"2706U_1_2021","SPA VIRI",3.49
"2706U_1_2021","STE PART",32.49
"2706U_1_2021","STE VARI",12.49
"2706U_1_2021","THA BIFA",35
"2706U_2_2018","ACA BAHI",0
"2706U_2_2018","ACA CHIR",0
"2706U_2_2018","ACA COER",6
"2706U_2_2018","CAN ROST",0
"2706U_2_2018","CHA CAPI",0
"2706U_2_2018","COR GLAU",0
"2706U_2_2018","COR PERS",0
"2706U_2_2018","HAE PLUM",0
"2706U_2_2018","HAL BIVI",2
"2706U_2_2018","HAL GARN",1
"2706U_2_2018","HAL MACU",0
"2706U_2_2018","OCY CHRY",6
"2706U_2_2018","POM ARCU",0
"2706U_2_2018","SCA ISER",1
"2706U_2_2018","SPA ATOM",0
"2706U_2_2018","SPA AURO",2
"2706U_2_2018","SPA VIRI",0
"2706U_2_2018","STE PART",2
"2706U_2_2018","STE VARI",1
"2706U_2_2018","THA BIFA",5
"2707U_1_2014","ACA BAHI",0
"2707U_1_2014","ACA CHIR",0
"2707U_1_2014","ACA COER",0
"2707U_1_2014","CAN ROST",0
"2707U_1_2014","CHA CAPI",0
"2707U_1_2014","COR GLAU",1
"2707U_1_2014","COR PERS",249
"2707U_1_2014","HAE PLUM",1
"2707U_1_2014","HAL BIVI",0
"2707U_1_2014","HAL GARN",1
"2707U_1_2014","HAL MACU",0
"2707U_1_2014","OCY CHRY",1
"2707U_1_2014","POM ARCU",1
"2707U_1_2014","SCA ISER",6
"2707U_1_2014","SPA ATOM",0
"2707U_1_2014","SPA AURO",0
"2707U_1_2014","SPA VIRI",0
"2707U_1_2014","STE PART",1
"2707U_1_2014","STE VARI",1
"2707U_1_2014","THA BIFA",1
"2707U_2_2014","ACA BAHI",2
"2707U_2_2014","ACA CHIR",0
"2707U_2_2014","ACA COER",0
"2707U_2_2014","CAN ROST",0
"2707U_2_2014","CHA CAPI",0
"2707U_2_2014","COR GLAU",3
"2707U_2_2014","COR PERS",49
"2707U_2_2014","HAE PLUM",1
"2707U_2_2014","HAL BIVI",0
"2707U_2_2014","HAL GARN",0
"2707U_2_2014","HAL MACU",0
"2707U_2_2014","OCY CHRY",4
"2707U_2_2014","POM ARCU",0
"2707U_2_2014","SCA ISER",9
"2707U_2_2014","SPA ATOM",0
"2707U_2_2014","SPA AURO",0
"2707U_2_2014","SPA VIRI",0
"2707U_2_2014","STE PART",4
"2707U_2_2014","STE VARI",2
"2707U_2_2014","THA BIFA",9
"2709U_1_2014","ACA BAHI",0
"2709U_1_2014","ACA CHIR",0
"2709U_1_2014","ACA COER",0
"2709U_1_2014","CAN ROST",0
"2709U_1_2014","CHA CAPI",0
"2709U_1_2014","COR GLAU",5
"2709U_1_2014","COR PERS",159
"2709U_1_2014","HAE PLUM",0
"2709U_1_2014","HAL BIVI",0
"2709U_1_2014","HAL GARN",9
"2709U_1_2014","HAL MACU",1
"2709U_1_2014","OCY CHRY",33
"2709U_1_2014","POM ARCU",0
"2709U_1_2014","SCA ISER",5
"2709U_1_2014","SPA ATOM",5
"2709U_1_2014","SPA AURO",1
"2709U_1_2014","SPA VIRI",0
"2709U_1_2014","STE PART",28
"2709U_1_2014","STE VARI",2
"2709U_1_2014","THA BIFA",41
"2709U_2_2014","ACA BAHI",0
"2709U_2_2014","ACA CHIR",0
"2709U_2_2014","ACA COER",1
"2709U_2_2014","CAN ROST",0
"2709U_2_2014","CHA CAPI",1
"2709U_2_2014","COR GLAU",1
"2709U_2_2014","COR PERS",112
"2709U_2_2014","HAE PLUM",0
"2709U_2_2014","HAL BIVI",5
"2709U_2_2014","HAL GARN",2
"2709U_2_2014","HAL MACU",1
"2709U_2_2014","OCY CHRY",64
"2709U_2_2014","POM ARCU",0
"2709U_2_2014","SCA ISER",6
"2709U_2_2014","SPA ATOM",0
"2709U_2_2014","SPA AURO",2
"2709U_2_2014","SPA VIRI",0
"2709U_2_2014","STE PART",28
"2709U_2_2014","STE VARI",0
"2709U_2_2014","THA BIFA",25
"2710U_1_2014","ACA BAHI",0
"2710U_1_2014","ACA CHIR",0
"2710U_1_2014","ACA COER",1
"2710U_1_2014","CAN ROST",0
"2710U_1_2014","CHA CAPI",1
"2710U_1_2014","COR GLAU",0
"2710U_1_2014","COR PERS",413
"2710U_1_2014","HAE PLUM",0
"2710U_1_2014","HAL BIVI",0
"2710U_1_2014","HAL GARN",2
"2710U_1_2014","HAL MACU",0
"2710U_1_2014","OCY CHRY",1
"2710U_1_2014","POM ARCU",0
"2710U_1_2014","SCA ISER",9
"2710U_1_2014","SPA ATOM",0
"2710U_1_2014","SPA AURO",0
"2710U_1_2014","SPA VIRI",0
"2710U_1_2014","STE PART",1
"2710U_1_2014","STE VARI",0
"2710U_1_2014","THA BIFA",4
"2710U_2_2014","ACA BAHI",0
"2710U_2_2014","ACA CHIR",0
"2710U_2_2014","ACA COER",0
"2710U_2_2014","CAN ROST",0
"2710U_2_2014","CHA CAPI",2
"2710U_2_2014","COR GLAU",0
"2710U_2_2014","COR PERS",142
"2710U_2_2014","HAE PLUM",0
"2710U_2_2014","HAL BIVI",0
"2710U_2_2014","HAL GARN",2
"2710U_2_2014","HAL MACU",2
"2710U_2_2014","OCY CHRY",8
"2710U_2_2014","POM ARCU",0
"2710U_2_2014","SCA ISER",5
"2710U_2_2014","SPA ATOM",0
"2710U_2_2014","SPA AURO",1
"2710U_2_2014","SPA VIRI",0
"2710U_2_2014","STE PART",3
